County,Cases1,Deaths2,Negatives3
Baker,189,3,2521
Benton,537,6,20118
Clackamas,4101,71,82828
Clatsop,291,0,7355
Columbia,318,2,9374
Coos,304,1,9788
Crook,150,5,3514
Curry,75,2,2538
Deschutes,1512,14,42218
Douglas,510,10,16595
Gilliam,17,0,392
Grant,56,0,1185
Harney,50,0,1065
Hood River,305,1,6195
Jackson,2435,8,45243
Jefferson,645,11,6110
Josephine,319,4,16040
Klamath,487,3,12459
Lake,49,0,1150
Lane,2941,32,87161
Lincoln,529,13,10287
Linn,1022,17,22716
Malheur,2100,38,6743
Marion,6963,119,66562
Morrow,580,7,2208
Multnomah,11497,185,192623
Polk,815,15,13333
Sherman,23,0,421
Tillamook,89,0,3891
Umatilla,3674,45,16386
Union,561,2,5567
Wallowa,65,2,1333
Wasco,383,17,6376
Washington,7108,89,123230
Wheeler,1,0,192
Yamhill,1208,15,23362
Total,51909,737,869307
