County,Cases1,Deaths2,Negatives3
Baker,40,0,1072
Benton,169,6,8744
Clackamas,1549,40,40931
Clatsop,85,0,3860
Columbia,97,0,4644
Coos,91,0,4150
Crook,49,1,1810
Curry,15,0,1076
Deschutes,611,10,19481
Douglas,151,1,8510
Gilliam,4,0,199
Grant,4,0,549
Harney,10,0,590
Hood River,193,0,3861
Jackson,473,2,19982
Jefferson,371,4,3497
Josephine,115,2,7117
Klamath,201,2,7573
Lake,32,0,545
Lane,590,3,44270
Lincoln,418,9,6941
Linn,284,10,11228
Malheur,804,14,3500
Marion,2938,70,32351
Morrow,372,3,1235
Multnomah,4960,96,95535
Polk,319,12,5445
Sherman,16,0,273
Tillamook,34,0,2153
Umatilla,2302,28,9723
Union,394,2,2614
Wallowa,19,1,714
Wasco,192,3,3751
Washington,3119,25,60677
Wheeler,0,0,139
Yamhill,467,13,10504
Total,21488,357,429244
