County,Cases1,Deaths2,Negatives3
Baker,236,3,2662
Benton,649,7,21057
Clackamas,4823,75,87777
Clatsop,311,0,7768
Columbia,371,2,9800
Coos,352,1,10410
Crook,174,6,3745
Curry,90,2,2652
Deschutes,1751,14,44941
Douglas,697,12,17596
Gilliam,21,0,416
Grant,71,0,1236
Harney,73,0,1112
Hood River,338,1,6486
Jackson,3067,11,47786
Jefferson,728,11,6367
Josephine,370,4,16809
Klamath,553,3,12900
Lake,77,0,1195
Lane,3461,36,91365
Lincoln,551,13,11228
Linn,1153,18,23658
Malheur,2221,38,7019
Marion,7830,127,70478
Morrow,597,7,2331
Multnomah,13350,203,203757
Polk,940,15,14266
Sherman,23,0,435
Tillamook,109,0,4056
Umatilla,3952,48,17049
Union,630,2,5862
Unknown,0,0,3
Wallowa,70,2,1394
WarmSprings,0,0,1
Wasco,426,17,6685
Washington,8191,94,129849
Wheeler,1,0,203
Yamhill,1412,16,24826
Total,59669,788,917181
