County,Cases1,Deaths2,Negatives3
Baker,1,0,112
Benton,50,5,3002
Clackamas,274,9,7697
Clatsop,37,0,958
Columbia,16,0,1019
Coos,30,0,894
Crook,1,0,328
Curry,4,0,234
Deschutes,89,0,3022
Douglas,24,0,1557
Gilliam,0,0,33
Grant,1,0,86
Harney,1,0,102
Hood River,14,0,768
Jackson,50,0,4933
Jefferson,24,0,507
Josephine,25,1,1393
Klamath,41,0,2612
Lake,0,0,88
Lane,61,2,6179
Lincoln,6,0,935
Linn,105,8,2741
Malheur,15,0,369
Marion,746,23,5946
Morrow,12,0,115
Multnomah,921,53,17701
Polk,90,9,1199
Sherman,1,0,48
Tillamook,6,0,444
Umatilla,86,2,1000
Union,4,0,180
Wallowa,1,0,55
Wasco,16,1,816
Washington,614,14,11450
Wheeler,0,0,70
Yamhill,50,7,1970
Total,3416,134,80563
