County,Cases1,Deaths2
Baker,549,5
Benton,1640,13
Clackamas,11445,134
Clatsop,657,4
Columbia,1004,18
Coos,923,14
Crook,581,9
Curry,316,4
Deschutes,4805,32
Douglas,1629,43
Gilliam,47,1
Grant,182,1
Harney,167,3
Hood River,931,21
Jackson,6757,82
Jefferson,1661,25
Josephine,1642,30
Klamath,2352,30
Lake,227,5
Lane,8042,107
Lincoln,968,17
Linn,3048,42
Malheur,3113,51
Marion,15878,233
Morrow,914,9
Multnomah,27890,446
Polk,2366,38
Sherman,47,0
Tillamook,357,2
Umatilla,6530,65
Union,1089,16
Wallowa,92,3
Wasco,1037,23
Washington,18245,166
Wheeler,19,1
Yamhill,3096,44
Total,130246,1737
