County,Cases1,Deaths2,Negatives3
Baker,35,0,978
Benton,160,6,8299
Clackamas,1443,37,38671
Clatsop,82,0,3538
Columbia,84,0,4384
Coos,88,0,3954
Crook,43,1,1736
Curry,14,0,1026
Deschutes,548,8,18210
Douglas,139,1,7957
Gilliam,4,0,164
Grant,2,0,510
Harney,10,0,562
Hood River,174,0,3605
Jackson,411,1,18983
Jefferson,324,3,3150
Josephine,107,1,6694
Klamath,198,1,7252
Lake,32,0,499
Lane,535,3,41483
Lincoln,395,9,6696
Linn,255,10,10646
Malheur,708,12,3201
Marion,2713,68,29982
Morrow,316,2,1139
Multnomah,4553,93,88022
Polk,300,12,4901
Sherman,14,0,245
Tillamook,32,0,2033
Umatilla,2122,24,9024
Union,392,2,2469
Wallowa,19,1,671
Wasco,171,3,3325
Washington,2877,23,56677
Wheeler,0,0,137
Yamhill,399,12,9392
Total,19699,333,400215
