County,Cases1,Deaths2,Negatives3
Baker,112,2,2104
Benton,419,6,16883
Clackamas,2970,65,71912
Clatsop,235,0,6481
Columbia,247,1,8235
Coos,225,0,8362
Crook,86,2,2950
Curry,56,1,2234
Deschutes,1065,13,36277
Douglas,324,4,14720
Gilliam,11,0,350
Grant,10,0,1009
Harney,15,0,913
Hood River,269,1,5675
Jackson,1519,6,39579
Jefferson,597,9,5421
Josephine,257,3,13874
Klamath,401,3,11457
Lake,35,0,1029
Lane,2170,26,75190
Lincoln,508,13,9537
Linn,758,14,19652
Malheur,1858,34,5997
Marion,5547,106,56719
Morrow,542,6,1984
Multnomah,8689,154,167600
Polk,637,15,11137
Sherman,18,0,382
Tillamook,69,0,3464
Umatilla,3276,43,14786
Union,456,2,4923
Unknown,0,0,1
Wallowa,40,2,1125
Wasco,334,15,5720
Washington,5429,72,107235
Wheeler,1,0,182
Yamhill,951,15,20082
Total,40136,633,755181
