County,Cases1,Deaths2,Negatives3
Baker,270,3,2795
Benton,744,7,22305
Clackamas,5687,77,91944
Clatsop,345,0,8159
Columbia,457,3,10259
Coos,406,1,10914
Crook,208,6,3969
Curry,120,2,2730
Deschutes,2074,14,47481
Douglas,882,17,18411
Gilliam,21,0,431
Grant,130,1,1408
Harney,90,1,1162
Hood River,375,1,6784
Jackson,3579,25,49909
Jefferson,798,11,6631
Josephine,482,4,17575
Klamath,745,4,13711
Lake,113,1,1254
Lane,4050,40,95051
Lincoln,600,14,11658
Linn,1310,19,24480
Malheur,2349,42,7288
Marion,8650,135,73787
Morrow,635,7,2454
Multnomah,15561,230,213541
Polk,1140,15,15045
Sherman,23,0,452
Tillamook,115,0,4214
Umatilla,4212,48,17850
Union,746,3,6080
Wallowa,70,3,1447
Wasco,497,19,6972
Washington,9401,98,135962
Wheeler,3,0,227
Yamhill,1615,16,26127
Total,68503,867,960468
