County,Cases1,Deaths2,Negatives3
Baker,272,3,2802
Benton,766,7,22305
Clackamas,5853,77,91937
Clatsop,351,0,8173
Columbia,478,3,10263
Coos,418,2,10921
Crook,217,6,3970
Curry,129,2,2731
Deschutes,2228,14,47530
Douglas,912,17,18423
Gilliam,22,0,433
Grant,134,1,1450
Harney,96,1,1176
Hood River,394,1,6798
Jackson,3644,28,49904
Jefferson,808,11,6652
Josephine,510,4,17585
Klamath,760,4,13709
Lake,117,1,1264
Lane,4202,41,95061
Lincoln,613,15,11672
Linn,1385,22,24474
Malheur,2379,42,7298
Marion,9017,137,73811
Morrow,651,7,2452
Multnomah,15875,232,213494
Polk,1168,16,15050
Sherman,23,0,453
Tillamook,123,0,4213
Umatilla,4301,49,17856
Union,771,5,6112
Wallowa,71,3,1448
Wasco,519,19,6984
Washington,9974,99,135809
Wheeler,3,0,253
Yamhill,1648,16,26138
Total,70832,885,960604
