County,Cases1,Deaths2,Negatives3
Baker,283,3,2829
Benton,800,7,22366
Clackamas,6395,77,92172
Clatsop,361,0,8175
Columbia,520,3,10309
Coos,430,3,10953
Crook,233,6,3992
Curry,137,2,2737
Deschutes,2422,15,47671
Douglas,961,18,18569
Gilliam,23,0,449
Grant,134,1,1504
Harney,100,1,1325
Hood River,402,1,6934
Jackson,3879,31,49918
Jefferson,843,11,6976
Josephine,557,4,17652
Klamath,873,4,13766
Lake,133,1,1411
Lane,4368,43,95254
Lincoln,625,15,11820
Linn,1440,23,24694
Malheur,2408,44,8145
Marion,9370,142,74166
Morrow,659,7,2520
Multnomah,17556,239,213659
Polk,1275,16,15212
Sherman,23,0,456
Tillamook,133,0,4220
Umatilla,4384,49,17923
Union,788,6,6166
Wallowa,71,3,1558
Wasco,532,19,7008
Washington,10554,102,135796
Wheeler,3,0,514
Yamhill,1756,16,26390
Total,75431,912,965209
